record_id,Measurement_timestamp,Vehicle_speed_sensor,Vibration,Engine_Load,Engine_Coolant_Temp,Intake_Manifold_Pressure,Engine_RPM,Speed_OBD,Intake_Air_Temp,Mass_Air_Flow_Rate,Throttle_Pos_Manifold,Voltage_Control_Module,Ambient_air_temp,Accel_Pedal_Pos_D,Engine_Oil_Temp,Litres_Per_100km_Inst,CO2_in_g_per_km_Inst,Maintenance_flag
1148,22FEB16:16:20:14,114,244.794184,46.666668,91,111,1413.5,114,11,24.36,79.60784,14.16,8,14.901961,87,2.291169,60.60138,0
1149,22FEB16:16:20:15,114,244.794184,49.019608,91,111,1415,114,11,24.52,79.60784,14.16,8,14.901961,87,2.453731,64.90115,0
1150,22FEB16:16:20:16,114,244.794184,49.019608,90,115,1415,114,11,24.52,77.254906,14.16,8,14.901961,87,2.453731,64.90115,0
1151,22FEB16:16:20:17,114,244.794184,49.019608,90,115,1423,114,11,24.99,76.47059,14.16,8,14.901961,87,2.630274,69.5707,0
1151,22FEB16:16:20:17,114,244.794184,49.019608,90,115,1423,114,11,24.99,76.47059,14.16,8,14.901961,87,2.630274,69.5707,0
1152,22FEB16:16:20:18,114,244.794184,52.54902,90,115,1430.5,114,11,25.05,77.254906,14.12,8,14.901961,87,2.832448,74.91821,0
1153,22FEB16:16:20:19,114,244.794184,58.823532,90,116,1430.5,114,11,25.36,77.254906,14.1,8,14.901961,87,3.022678,79.949776,0
1154,22FEB16:16:20:20,115,244.738555,58.823532,90,118,1430.5,115,10,25.77,75.29412,14.2,8,14.901961,87,3.275547,86.638145,0
1155,22FEB16:16:20:21,115,244.738555,58.823532,90,120,1436.5,115,10,25.58,75.29412,14.2,8,14.901961,86,3.223123,85.25155,0
1155,22FEB16:16:20:21,115,244.738555,58.823532,90,120,1436.5,115,10,25.58,75.29412,14.2,8,14.901961,86,3.223123,85.25155,0
1156,22FEB16:16:20:22,115,244.738555,52.941177,90,117,1440.5,115,10,25.3,78.039215,14.22,8,14.901961,86,2.857713,75.586464,0
1157,22FEB16:16:20:23,115,244.738555,46.666668,90,117,1440.5,115,10,24.86,79.60784,14.16,8,14.901961,86,2.466123,65.228905,0
1158,22FEB16:16:20:24,115,244.738555,45.09804,90,117,1432.5,115,10,24.86,80,14.18,8,14.901961,86,2.466123,65.228905,0
1159,22FEB16:16:20:25,116,244.682926,48.627453,90,112,1439,116,10,24.91,80,14.16,8,14.901961,86,2.449812,64.79747,0
1160,22FEB16:16:20:26,116,244.682926,50.980392,90,112,1448,116,10,25.11,80,14.16,8,14.901961,86,2.575982,68.13467,0
1161,22FEB16:16:20:27,116,244.682926,54.901962,90,114,1448,116,10,25.11,78.82353,14.12,8,14.901961,86,2.575982,68.13467,0
1162,22FEB16:16:20:28,117,244.627297,58.039215,90,116,1461.5,117,10,25.83,76.07843,14.12,8,14.901961,86,3.003375,79.43922,0
1163,22FEB16:16:20:29,117,244.627297,58.039215,90,116,1467,117,10,26.05,76.47059,14.18,8,14.901961,86,3.181463,84.149635,0
1164,22FEB16:16:20:30,118,244.571668,64.31373,90,116,1478.5,118,10,26.52,79.60784,14.18,8,14.901961,85,3.238864,85.667885,0
1165,22FEB16:16:20:31,119,244.516039,65.09804,90,124,1494.5,119,10,27.47,79.60784,14.1,8,14.901961,85,3.718894,98.36467,0
1166,22FEB16:16:20:32,119,244.516039,61.17647,90,124,1493,119,10,27.11,80,14.1,8,14.901961,85,3.438948,90.960106,0
1167,22FEB16:16:20:33,120,244.46041,50.588238,90,117,1481,120,10,25.74,80,14.16,8,14.901961,85,2.680904,70.90987,0
1168,22FEB16:16:20:34,120,244.46041,8.627451,90,117,1470,120,10,26.47,80,14.14,8,14.901961,85,1.411667,37.338554,0
1169,22FEB16:16:20:35,119,244.516039,0,90,112,1457.5,119,10,26.99,80,14.2,8,14.901961,85,0,13.214736,0
1170,22FEB16:16:20:36,117,244.627297,0,90,112,1433,117,10,26.97,80,14.2,8,14.901961,85,0,0,0
1171,22FEB16:16:20:37,116,244.682926,0,90,118,1416,116,10,26.86,80,14.2,8,14.901961,85,0,0,0
1172,22FEB16:16:20:38,111,244.961071,0,89,117,1345.5,111,10,25.8,80,14.2,8,14.901961,85,0,0,0
1173,22FEB16:16:20:39,100,245.57299,0,89,114,1213.5,100,10,20.05,80,14.16,8,14.901961,85,0,0,0
1174,22FEB16:16:20:40,90,246.12928,0,89,112,1087,90,10,20.05,80,14.16,8,14.901961,85,0,0,0
1175,22FEB16:16:20:41,89,246.184909,0,89,111,1066.5,89,10,18.11,80,14.2,8,14.901961,85,0,0,0
1176,22FEB16:16:20:42,88,246.240538,6.27451,89,111,1066.5,88,10,18.11,80,14.2,8,17.647058,85,0,0,0
1176,22FEB16:16:20:42,88,246.240538,6.27451,89,111,1066.5,88,10,18.11,80,14.2,8,17.647058,85,0,0,0
1177,22FEB16:16:20:43,88,246.240538,6.27451,88,111,1094,88,10,18.41,80,14.2,8,27.450981,85,0,0,0
1177,22FEB16:16:20:43,88,246.240538,6.27451,88,111,1094,88,10,18.41,80,14.2,8,27.450981,85,0,0,0
1178,22FEB16:16:20:44,89,246.184909,21.568628,88,114,1097,89,10,18.47,80,14.12,8,26.666668,85,0,29.265633,0
1179,22FEB16:16:20:45,88,246.240538,0.392157,88,113,1087.5,88,10,18.47,80,14.22,8,26.666668,85,0,29.265633,0
1180,22FEB16:16:20:46,88,246.240538,0,88,112,1087.5,88,10,18.47,80,14.26,8,14.901961,85,0,29.265633,0
1181,22FEB16:16:20:47,88,246.240538,0,88,111,1087.5,88,10,18.19,80,14.22,8,14.901961,85,0,0,0
1182,22FEB16:16:20:48,88,246.240538,0,88,111,1067.5,88,10,18.19,80,14.22,8,14.901961,85,0,0,0
1183,22FEB16:16:20:49,87,246.296167,0,88,110,1026,87,10,17.38,80,14.22,8,14.901961,85,0,0,0
1183,22FEB16:16:20:49,87,246.296167,0,88,110,1026,87,10,17.38,80,14.22,8,14.901961,85,0,0,0
1184,22FEB16:16:20:50,82,246.574312,0,88,110,1251.5,82,10,22.24,80,14.22,8,14.901961,85,0,0,0
1184,22FEB16:16:20:50,82,246.574312,0,88,110,1251.5,82,10,22.24,80,14.22,8,14.901961,85,0,0,0
1185,22FEB16:16:20:51,80,246.68557,0,88,114,1251.5,80,10,22.24,80,14.24,8,14.901961,85,0,0,0
1186,22FEB16:16:20:52,77,246.852457,0,88,114,1176,77,10,21.33,80,14.24,8,14.901961,85,0,0,0
1187,22FEB16:16:20:53,74,247.019344,0,88,112,1176,74,10,20.66,80,14.18,8,14.901961,85,0,0,0
1188,22FEB16:16:20:54,71,247.186231,0,87,112,1092,71,10,19.05,80,14.18,8,14.901961,85,0,0,0
1189,22FEB16:16:20:55,71,247.186231,0,87,111,1092.5,71,10,18.69,80,14.18,8,14.901961,85,0,0,0
1190,22FEB16:16:20:56,71,247.186231,0,87,111,1066.5,71,10,18.55,80,14.24,8,14.901961,85,0,0,0
1191,22FEB16:16:20:57,71,247.186231,0,87,111,1198,71,10,21.63,80,14.34,8,14.901961,85,0,0,0
1192,22FEB16:16:20:58,65,247.520005,0,87,113,1185.5,65,10,21.11,80,14.22,8,14.901961,84,0,0,0
1193,22FEB16:16:20:59,65,247.520005,0,87,113,1184.5,65,9,21.27,80,14.18,8,14.901961,84,0,0,0
1194,22FEB16:16:21:00,65,247.520005,0,87,113,1148.5,65,9,20.58,80,14.24,8,14.901961,84,0,0,0
1195,22FEB16:16:21:01,61,247.742521,0,87,112,1101.5,61,9,19.22,80,14.24,8,14.901961,84,0,0,0
1196,22FEB16:16:21:02,60,247.79815,0,87,111,1101,60,9,19.3,80,14.22,8,14.901961,84,0,0,0
1197,22FEB16:16:21:03,60,247.79815,0,87,111,1101,60,9,19.41,80,14.22,8,14.901961,84,0,0,0
1198,22FEB16:16:21:04,60,247.79815,0,87,111,1101,60,9,19.47,80,14.24,8,14.901961,84,0,0,0
1198,22FEB16:16:21:04,60,247.79815,0,87,111,1101,60,9,19.47,80,14.24,8,14.901961,84,0,0,0
1199,22FEB16:16:21:05,60,247.79815,0,87,111,1101,60,9,19.47,80,14.22,8,14.901961,84,0,0,0
1199,22FEB16:16:21:05,60,247.79815,0,87,111,1101,60,9,19.47,80,14.22,8,14.901961,84,0,0,0
1200,22FEB16:16:21:06,61,247.742521,0,87,111,1108,61,9,19.44,80,14.32,8,14.901961,84,0,0,0
1200,22FEB16:16:21:06,61,247.742521,0,87,111,1108,61,9,19.44,80,14.32,8,14.901961,84,0,0,0
1201,22FEB16:16:21:07,61,247.742521,0,87,111,1103,61,9,19.44,80,14.34,8,14.901961,84,0,0,0
1201,22FEB16:16:21:07,61,247.742521,0,87,111,1103,61,9,19.44,80,14.34,8,14.901961,84,0,0,0
1202,22FEB16:16:21:08,59,247.853779,0,87,111,1103,59,9,19.44,80,14.26,8,14.901961,84,0,0,0
1203,22FEB16:16:21:09,55,248.076295,0,87,110,1103,55,9,17.3,80,14.26,8,14.901961,84,0,0,0
1204,22FEB16:16:21:10,54,248.131924,0,86,115,1278,54,9,23.13,80,14.12,8,14.901961,84,0,0,0
1204,22FEB16:16:21:10,54,248.131924,0,86,115,1278,54,9,23.13,80,14.12,8,14.901961,84,0,0,0
1205,22FEB16:16:21:11,54,248.131924,0,86,120,1310.5,54,9,26.72,79.60784,14.2,8,38.039215,84,0,0,0
1206,22FEB16:16:21:12,58,247.909408,37.2549,86,120,1386,58,9,24.13,79.60784,14.22,8,30.980392,84,4.7044,124.4313,0
1206,22FEB16:16:21:12,58,247.909408,37.2549,86,120,1386,58,9,24.13,79.60784,14.22,8,30.980392,84,4.7044,124.4313,0
1207,22FEB16:16:21:13,59,247.853779,37.2549,86,109,1502.5,59,9,25.19,80,14.16,8,31.37255,84,3.94,104.21294,0
1208,22FEB16:16:21:14,61,247.742521,18.82353,86,109,1434.5,61,9,26.83,80,14.06,8,14.901961,84,4.125387,109.11642,0
1208,22FEB16:16:21:14,61,247.742521,18.82353,86,109,1434.5,61,9,26.83,80,14.06,8,14.901961,84,4.125387,109.11642,0
1209,22FEB16:16:21:15,61,247.742521,83.92157,86,117,1434.5,61,9,29.41,80,14.2,8,38.431374,84,2.226643,58.894657,0
1210,22FEB16:16:21:16,65,247.520005,13.725491,86,151,1434.5,65,9,29.41,80,14.28,8,24.313726,84,2.226643,58.894657,0
1211,22FEB16:16:21:17,65,247.520005,13.725491,86,107,1434.5,65,9,21.05,80,14.22,8,24.313726,84,0,29.243614,0
1212,22FEB16:16:21:18,66,247.464376,0,86,109,1211,66,9,19.83,80,14.22,8,24.313726,84,0,0,0
1213,22FEB16:16:21:19,66,247.464376,0,86,111,1206.5,66,9,19.83,80,14.2,8,14.901961,84,0,0,0
1214,22FEB16:16:21:20,66,247.464376,0,86,112,1202,66,9,20.91,80,14.2,8,14.901961,84,0,0,0
1215,22FEB16:16:21:21,66,247.464376,0,86,112,1199,66,9,20.86,80,13.94,8,14.901961,84,0,0,0
1216,22FEB16:16:21:22,66,247.464376,23.92157,86,110,1233.5,66,9,20.36,80,14.18,8,33.72549,84,0,0,0
1216,22FEB16:16:21:22,66,247.464376,23.92157,86,110,1233.5,66,9,20.36,80,14.18,8,33.72549,84,0,0,0
1217,22FEB16:16:21:23,66,247.464376,0.392157,86,109,1222.5,66,9,21.24,80,14.24,8,14.901961,84,1.87762,49.66302,0
1218,22FEB16:16:21:24,66,247.464376,0,86,108,1219.5,66,9,21.3,80,14.24,8,14.901961,84,0,0,0
1219,22FEB16:16:21:25,66,247.464376,0,86,108,1203.5,66,9,21.3,80,14.24,8,14.901961,84,0,0,0
1220,22FEB16:16:21:26,66,247.464376,0,86,111,1203.5,66,9,21.41,80,14.3,8,14.901961,84,0,0,0
1221,22FEB16:16:21:27,63,247.631263,0,86,112,1158.5,63,9,21.41,80,14.3,8,14.901961,84,0,0,0
1222,22FEB16:16:21:28,60,247.79815,0,86,111,1158.5,60,9,19.61,80,14.2,8,14.901961,84,0,0,0
1223,22FEB16:16:21:29,55,248.076295,0,86,110,993.5,55,9,17.49,80,14.26,8,14.901961,84,0,0,0
1224,22FEB16:16:21:30,44,248.688214,0,86,110,1047,44,9,17.05,80,14.26,8,14.901961,84,0,0,0
1224,22FEB16:16:21:30,44,248.688214,0,86,110,1047,44,9,17.05,80,14.26,8,14.901961,84,0,0,0
1225,22FEB16:16:21:31,44,248.688214,0,86,108,891.5,44,9,17.02,80,14.32,8,14.901961,84,0,0,1
1226,22FEB16:16:21:32,34,249.244504,0,86,109,920.5,34,9,14.74,80,14.3,8,14.901961,84,0,0,0
1227,22FEB16:16:21:33,27,249.633907,0,86,108,920.5,27,9,14.74,80,14.22,8,14.901961,84,0,0,0
1228,22FEB16:16:21:34,27,249.633907,14.509804,86,108,735,27,9,11.27,70.98039,14.18,8,14.901961,84,0,0,1
1229,22FEB16:16:21:35,26,249.689536,14.509804,86,108,735,26,9,10.36,69.803925,14.22,8,14.901961,84,1.380775,36.521477,0
1229,22FEB16:16:21:35,26,249.689536,14.509804,86,108,735,26,9,10.36,69.803925,14.22,8,14.901961,84,1.380775,36.521477,0
1230,22FEB16:16:21:36,25,249.745165,14.509804,86,105,731.5,25,9,10.16,70.19608,14.3,8,14.901961,83,1.406201,37.193985,0
1231,22FEB16:16:21:37,25,249.745165,14.117647,86,105,734.5,25,9,9.86,69.803925,13.22,8,14.901961,83,1.382866,36.57677,0
1231,22FEB16:16:21:37,25,249.745165,14.117647,86,105,734.5,25,9,9.86,69.803925,13.22,8,14.901961,83,1.382866,36.57677,0
1232,22FEB16:16:21:38,25,249.745165,18.82353,86,104,730,25,9,9.83,69.01961,14.08,8,14.901961,83,1.815929,48.031284,0
1233,22FEB16:16:21:39,17,250.190197,21.176472,86,104,728,17,9,9.83,69.01961,14.08,8,14.901961,83,1.815929,48.031284,0
1234,22FEB16:16:21:40,16,250.245826,21.176472,86,104,713,16,9,9.77,68.62745,14.24,8,14.901961,83,2.975901,78.71252,0
1235,22FEB16:16:21:41,14,250.357084,30.19608,86,104,722.5,14,9,9.66,68.62745,14.24,8,14.901961,83,3.126295,82.69044,0
1236,22FEB16:16:21:42,14,250.357084,30.980392,86,104,726.5,14,9,9.61,68.62745,14.26,8,14.901961,83,5.043563,133.40215,1
1236,22FEB16:16:21:42,14,250.357084,30.980392,86,104,726.5,14,9,9.61,68.62745,14.26,8,14.901961,83,5.043563,133.40215,1
1255,22FEB16:16:22:01,15,250.301455,15.686275,86,104,729.5,15,10,9.66,68.62745,14.16,8,14.901961,83,2.496041,66.02023,1
1256,22FEB16:16:22:02,15,250.301455,15.686275,86,104,726,15,10,10.02,68.62745,14.18,8,14.901961,83,2.589061,68.48061,1
1257,22FEB16:16:22:03,16,250.245826,15.294118,86,104,728,16,10,9.77,68.62745,14.18,8,14.901961,83,2.310201,61.104782,1
1258,22FEB16:16:22:04,16,250.245826,14.901961,86,104,732,16,10,9.94,68.62745,14.24,8,14.901961,83,2.350399,62.168015,0
1258,22FEB16:16:22:04,16,250.245826,14.901961,86,104,732,16,10,9.94,68.62745,14.24,8,14.901961,83,2.350399,62.168015,0
1259,22FEB16:16:22:05,14,250.357084,18.039215,86,104,732,14,10,9.66,68.62745,14.24,8,14.901961,83,2.228385,58.940758,1
1260,22FEB16:16:22:06,14,250.357084,30.588236,86,104,681.5,14,10,9.44,68.62745,14.36,8,14.901961,83,2.988632,79.04926,1
1261,22FEB16:16:22:07,9,250.635229,29.019608,86,105,733,9,10,9.72,67.84314,14.34,8,14.901961,83,5.167375,136.67699,0
1267,22FEB16:16:22:13,11,250.523971,21.176472,86,104,728.5,11,10,9.63,67.84314,14.2,8,14.901961,82,2.79342,73.88592,0
1274,22FEB16:16:22:20,14,250.357084,16.078432,86,105,734.5,14,11,10.27,67.05882,14.32,8,14.901961,82,2.911112,76.99885,1
1275,22FEB16:16:22:21,14,250.357084,15.686275,86,105,730,14,11,10.3,66.666664,14.32,8,14.901961,82,2.85151,75.4224,0
1276,22FEB16:16:22:22,15,250.301455,15.686275,86,105,730,15,11,10.24,66.666664,14.16,8,14.901961,82,2.8349,74.98305,1
1276,22FEB16:16:22:22,15,250.301455,15.686275,86,105,730,15,11,10.24,66.666664,14.16,8,14.901961,82,2.8349,74.98305,1
1277,22FEB16:16:22:23,16,250.245826,15.686275,86,104,729,16,11,10.22,67.45098,14.24,8,14.901961,82,2.640739,69.847496,0
1277,22FEB16:16:22:23,16,250.245826,15.686275,86,104,729,16,11,10.22,67.45098,14.24,8,14.901961,82,2.640739,69.847496,0
1278,22FEB16:16:22:24,16,250.245826,15.686275,86,104,725.5,16,11,10.33,67.45098,14.22,8,14.901961,82,2.502339,66.18682,0
1278,22FEB16:16:22:24,16,250.245826,15.686275,86,104,725.5,16,11,10.33,67.45098,14.22,8,14.901961,82,2.502339,66.18682,0
1279,22FEB16:16:22:25,12,250.468342,18.431374,86,104,717,12,11,10.19,67.05882,14.24,8,14.901961,82,2.468425,65.2898,1
1279,22FEB16:16:22:25,12,250.468342,18.431374,86,104,717,12,11,10.19,67.05882,14.24,8,14.901961,82,2.468425,65.2898,1
1288,22FEB16:16:22:34,16,250.245826,15.294118,86,105,721,16,11,10.24,66.666664,14.28,8,14.901961,82,2.582759,68.313934,1
1289,22FEB16:16:22:35,16,250.245826,14.509804,86,105,731.5,16,11,9.99,66.666664,14.26,8,14.901961,82,2.246842,59.42892,1
1290,22FEB16:16:22:36,16,250.245826,14.509804,86,104,731.5,16,11,9.99,66.666664,14.26,8,14.901961,82,2.246842,59.42892,1
1290,22FEB16:16:22:36,16,250.245826,14.509804,86,104,731.5,16,11,9.99,66.666664,14.26,8,14.901961,82,2.246842,59.42892,1
1291,22FEB16:16:22:37,15,250.301455,14.509804,86,104,719.5,15,11,9.88,66.666664,14.14,8,14.901961,82,2.09139,55.317226,0
1292,22FEB16:16:22:38,12,250.468342,18.82353,86,104,722,12,11,9.88,65.4902,14.18,8,14.901961,82,2.09139,55.317226,0
1298,22FEB16:16:22:44,17,250.190197,39.215687,86,112,984,17,11,15.83,70.98039,14.2,8,18.431374,82,10.083746,266.7149,1
1299,22FEB16:16:22:45,18,250.134568,12.156863,86,112,984,18,12,17.61,69.411766,14.2,8,26.27451,82,5.073665,134.19835,1
1300,22FEB16:16:22:46,18,250.134568,8.235294,86,110,1004.5,18,12,17.8,80,14.22,8,14.901961,82,3.01197,79.66655,1
1300,22FEB16:16:22:46,18,250.134568,8.235294,86,110,1004.5,18,12,17.8,80,14.22,8,14.901961,82,3.01197,79.66655,1
1301,22FEB16:16:22:47,19,250.078939,11.372549,86,107,779,19,12,17.8,68.62745,14.06,8,14.901961,82,3.01197,79.66655,1
1301,22FEB16:16:22:47,19,250.078939,11.372549,86,107,779,19,12,17.8,68.62745,14.06,8,14.901961,82,3.01197,79.66655,1
1302,22FEB16:16:22:48,19,250.078939,12.54902,86,104,760.5,19,12,11.16,67.05882,14.2,8,14.901961,82,1.681116,44.4655,0
1303,22FEB16:16:22:49,19,250.078939,12.54902,86,104,729.5,19,12,10.22,66.27451,14.22,8,14.901961,82,1.687787,44.641922,0
1304,22FEB16:16:22:50,19,250.078939,12.54902,86,104,729.5,19,12,9.69,66.27451,14.24,8,14.901961,82,1.600259,42.326828,1
1305,22FEB16:16:22:51,20,250.02331,20.784313,86,104,1043,20,12,11.27,66.27451,14.14,8,26.666668,82,1.819983,48.138508,1
1306,22FEB16:16:22:52,20,250.02331,20.784313,86,106,1043,20,12,11.27,80,14.2,8,14.901961,82,1.819983,48.138508,0
1307,22FEB16:16:22:53,21,249.967681,9.019608,86,110,1134.5,21,12,19.55,80,14.2,8,14.901961,82,4.970249,131.46298,1
1308,22FEB16:16:22:54,21,249.967681,10.196078,86,106,823,21,12,12.27,72.94118,14.24,8,21.960785,82,1.351254,35.740654,0
1309,22FEB16:16:22:55,21,249.967681,26.27451,86,110,907,21,12,12.27,65.882355,14.24,8,38.82353,82,1.351254,35.740654,1
1309,22FEB16:16:22:55,21,249.967681,26.27451,86,110,907,21,12,12.27,65.882355,14.24,8,38.82353,82,1.351254,35.740654,1
1310,22FEB16:16:22:56,22,249.912052,49.411766,86,116,1475,22,12,24.88,74.5098,14.14,8,24.313726,82,7.582118,200.54688,0
1310,22FEB16:16:22:56,22,249.912052,49.411766,86,116,1475,22,12,24.88,74.5098,14.14,8,24.313726,82,7.582118,200.54688,0
1311,22FEB16:16:22:57,25,249.745165,10.196078,86,111,905.5,25,12,19.33,80,14.16,8,14.901961,82,2.283979,60.411198,0
1312,22FEB16:16:22:58,26,249.689536,11.372549,86,106,766,26,12,11.97,70.588234,14.14,8,14.901961,82,1.238695,32.76346,0
1313,22FEB16:16:22:59,26,249.689536,11.372549,86,104,729,26,12,10.83,65.882355,14.3,8,14.901961,82,1.192181,31.533176,1
1313,22FEB16:16:22:59,26,249.689536,11.372549,86,104,729,26,12,10.83,65.882355,14.3,8,14.901961,82,1.192181,31.533176,1
1314,22FEB16:16:23:00,27,249.633907,14.117647,86,104,725,27,12,10.38,65.4902,14.3,8,14.901961,82,1.142645,30.222933,0
1315,22FEB16:16:23:01,26,249.689536,14.117647,86,104,729,26,12,10.38,65.09804,14.2,8,14.901961,82,1.142645,30.222933,1
1316,22FEB16:16:23:02,24,249.800794,14.901961,86,104,728.5,24,12,10.05,65.09804,14.16,8,14.901961,82,1.355301,35.84769,1
1317,22FEB16:16:23:03,23,249.856423,15.686275,86,104,726,23,12,9.88,63.52941,14.1,8,14.901961,82,1.519424,40.18873,0
1318,22FEB16:16:23:04,22,249.912052,15.294118,86,104,728.5,22,12,9.83,63.52941,14.2,8,14.901961,82,1.731796,45.80596,1
1319,22FEB16:16:23:05,22,249.912052,15.294118,86,104,731,22,12,9.69,63.52941,14.24,8,14.901961,82,1.666389,44.07595,1
1320,22FEB16:16:23:06,22,249.912052,15.294118,86,104,731,22,12,9.88,63.52941,14.26,8,14.901961,82,1.699063,44.940186,0
1321,22FEB16:16:23:07,23,249.856423,14.901961,86,104,731,23,12,10.05,63.52941,14.24,8,14.901961,82,1.728298,45.71345,0
1322,22FEB16:16:23:08,24,249.800794,14.901961,86,104,727.5,24,12,10.02,63.52941,14.3,8,14.901961,82,1.607952,42.530304,1
1323,22FEB16:16:23:09,24,249.800794,14.509804,86,104,729,24,12,9.91,63.92157,14.3,8,14.901961,82,1.524037,40.31076,0
1324,22FEB16:16:23:10,24,249.800794,14.509804,86,104,726.5,24,12,9.88,63.92157,14.3,8,14.901961,82,1.481401,39.183033,0
1325,22FEB16:16:23:11,24,249.800794,14.901961,86,104,729.5,24,12,9.94,63.92157,14.26,8,14.901961,82,1.528651,40.43279,0
1325,22FEB16:16:23:11,24,249.800794,14.901961,86,104,729.5,24,12,9.94,63.92157,14.26,8,14.901961,82,1.528651,40.43279,0
1326,22FEB16:16:23:12,23,249.856423,15.294118,86,104,725,23,12,9.72,63.92157,14.28,8,14.901961,82,1.55981,41.25694,0
1326,22FEB16:16:23:12,23,249.856423,15.294118,86,104,725,23,12,9.72,63.92157,14.28,8,14.901961,82,1.55981,41.25694,0
1327,22FEB16:16:23:13,23,249.856423,15.294118,85,104,729,23,12,9.88,63.92157,14.24,8,14.901961,82,1.625191,42.986267,1
1328,22FEB16:16:23:14,23,249.856423,15.294118,85,104,728.5,23,12,9.74,63.92157,14.28,8,14.901961,82,1.602162,42.377148,0
1329,22FEB16:16:23:15,23,249.856423,14.509804,85,104,731,23,12,9.74,63.92157,14.28,8,14.901961,82,1.602162,42.377148,1
1329,22FEB16:16:23:15,23,249.856423,14.509804,85,104,731,23,12,9.74,63.92157,14.28,8,14.901961,82,1.602162,42.377148,1
1330,22FEB16:16:23:16,24,249.800794,14.509804,85,104,731,24,12,9.94,63.92157,14.32,8,14.901961,82,1.490398,39.420986,1
1331,22FEB16:16:23:17,24,249.800794,26.666668,85,107,981.5,24,12,15.44,63.137257,14.16,8,18.82353,82,4.17791,110.50565,1
1332,22FEB16:16:23:18,26,249.689536,22.352942,85,109,1013.5,26,12,14.94,71.37255,14.16,8,18.82353,82,3.398209,89.88256,1
1333,22FEB16:16:23:19,26,249.689536,14.901961,85,109,1013.5,26,12,14.94,71.37255,14.3,8,18.82353,82,3.398209,89.88256,0
1334,22FEB16:16:23:20,26,249.689536,14.901961,85,109,724.5,26,12,10.33,75.68628,14.26,8,14.901961,82,1.466426,38.78694,1
1334,22FEB16:16:23:20,26,249.689536,14.901961,85,109,724.5,26,12,10.33,75.68628,14.26,8,14.901961,82,1.466426,38.78694,1
1335,22FEB16:16:23:21,26,249.689536,14.509804,85,109,731.5,26,12,10.3,75.68628,14.2,8,14.901961,82,1.389015,36.739426,1
1336,22FEB16:16:23:22,25,249.745165,15.294118,85,109,727.5,25,12,9.99,64.31373,14.16,8,14.901961,82,1.382672,36.571644,1
1337,22FEB16:16:23:23,23,249.856423,16.078432,85,104,729,23,12,9.99,63.52941,14.18,8,14.901961,82,1.382672,36.571644,1
1338,22FEB16:16:23:24,21,249.967681,16.862745,85,104,720.5,21,12,9.99,63.52941,14.22,8,14.901961,82,1.382672,36.571644,1
1339,22FEB16:16:23:25,16,250.245826,21.960785,85,104,716.5,16,12,9.74,63.52941,14.24,8,14.901961,82,1.926551,50.95724,0
1340,22FEB16:16:23:26,16,250.245826,31.764706,85,104,711,16,12,9.58,63.52941,14.34,8,14.901961,82,4.627554,122.3987,1
1358,22FEB16:16:23:44,15,250.301455,26.27451,85,109,928,15,12,13.47,69.803925,14.16,8,14.901961,82,5.746929,152.00615,1
1358,22FEB16:16:23:44,15,250.301455,26.27451,85,109,928,15,12,13.47,69.803925,14.16,8,14.901961,82,5.746929,152.00615,1
1361,22FEB16:16:23:47,13,250.412713,18.82353,85,105,728,13,12,10.47,62.7451,14.24,8,14.901961,82,4.466989,118.15178,1
1361,22FEB16:16:23:47,13,250.412713,18.82353,85,105,728,13,12,10.47,62.7451,14.24,8,14.901961,82,4.466989,118.15178,1
1401,22FEB16:16:24:27,15,250.301455,93.333336,85,119,1261.5,15,13,19.61,80.39216,14.18,8,35.686275,82,30.930004,818.098,1
1402,22FEB16:16:24:28,20,250.02331,10.588236,86,109,980.5,20,13,16.63,70.588234,14.26,8,20.392157,82,3.530991,93.39464,0
1403,22FEB16:16:24:29,19,250.078939,10.588236,86,106,778,19,13,16.63,80,14.2,8,14.901961,82,3.530991,93.39464,1
1404,22FEB16:16:24:30,19,250.078939,12.941176,86,104,778,19,13,10.3,63.52941,14.22,8,14.901961,82,1.452133,38.408894,1
1405,22FEB16:16:24:31,18,250.134568,12.941176,86,104,725,18,13,9.69,61.960785,14.16,8,14.901961,82,1.647189,43.568123,0
1405,22FEB16:16:24:31,18,250.134568,12.941176,86,104,725,18,13,9.69,61.960785,14.16,8,14.901961,82,1.647189,43.568123,0
1406,22FEB16:16:24:32,16,250.245826,12.941176,86,104,723.5,16,13,9.47,60.784313,14.18,8,14.901961,82,1.911628,50.562515,1
1406,22FEB16:16:24:32,16,250.245826,12.941176,86,104,723.5,16,13,9.47,60.784313,14.18,8,14.901961,82,1.911628,50.562515,1
1420,22FEB16:16:24:46,15,250.301455,23.529411,86,110,945.5,15,13,13.11,65.09804,14.26,8,25.490196,82,6.258433,165.53545,0
1421,22FEB16:16:24:47,15,250.301455,27.843138,86,110,982.5,15,13,13.52,63.137257,14.24,8,25.490196,82,5.174055,136.85367,0
1422,22FEB16:16:24:48,16,250.245826,23.137255,86,111,982.5,16,14,13.86,63.137257,14.22,8,18.431374,82,6.262851,165.6523,1
1423,22FEB16:16:24:49,16,250.245826,21.568628,86,111,979.5,16,14,14.08,65.882355,14.18,8,14.901961,82,4.968964,131.42902,0
1424,22FEB16:16:24:50,16,250.245826,18.431374,86,110,953,16,14,12.94,65.4902,14.24,8,14.901961,82,3.659819,96.802155,1
